WO #,DI #,Site #,Site Name,Address,Latitude,Longitude,Category,Description,Geocode Status,Google Maps,Street View,Bing,FEMA Viewer,FIRMette Portal,MDOT NFC Map,FHWA Class,Urban/Rural,ACUB Name,Road Name,Eligibility,FIRMette Status,Map Status,AGOL Map
,,,S Garfield Road,,44.6484,-85.530566,C,"$10,000.00 - Road Surface/Shoulder - Work Incomplete",,"https://www.google.com/maps?q=44.6484,-85.530566","https://www.google.com/maps?q&layer=c&cbll=44.6484,-85.530566",https://www.bing.com/maps?cp=44.6484~-85.530566&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.530566%2C44.6484&marker=-85.530566,44.6484,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.6484&longitude=-85.530566,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.530566,44.6484&level=16",Major Collector,Urban,"Traverse City--Garfield, MI",,INELIGIBLE - Urban Major Collector,,,
,,,S Garfield Road,,44.672766,-85.565105,C,"$10,000.00 - Debris - Work Incomplete",,"https://www.google.com/maps?q=44.672766,-85.565105","https://www.google.com/maps?q&layer=c&cbll=44.672766,-85.565105",https://www.bing.com/maps?cp=44.672766~-85.565105&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.565105%2C44.672766&marker=-85.565105,44.672766,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.672766&longitude=-85.565105,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.565105,44.672766&level=16",Major Collector,Urban,"Traverse City--Garfield, MI",,INELIGIBLE - Urban Major Collector,,,
,,,S Garfield Road,,44.647947,-85.530465,C,"$12,000.00 - Debris - Work Incomplete",,"https://www.google.com/maps?q=44.647947,-85.530465","https://www.google.com/maps?q&layer=c&cbll=44.647947,-85.530465",https://www.bing.com/maps?cp=44.647947~-85.530465&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.530465%2C44.647947&marker=-85.530465,44.647947,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.647947&longitude=-85.530465,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.530465,44.647947&level=16",Major Collector,Urban,"Traverse City--Garfield, MI",,INELIGIBLE - Urban Major Collector,,,
,,,W River Road,,44.67135,-85.616548,C,"$20,000.00 - Debris - Work Incomplete",,"https://www.google.com/maps?q=44.67135,-85.616548","https://www.google.com/maps?q&layer=c&cbll=44.67135,-85.616548",https://www.bing.com/maps?cp=44.67135~-85.616548&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.616548%2C44.67135&marker=-85.616548,44.67135,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.67135&longitude=-85.616548,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.616548,44.67135&level=16",Major Collector,Urban,"Traverse City--Garfield, MI",,INELIGIBLE - Urban Major Collector,,,
,,,W River Road,,44.673126,-85.6207,C,"$10,000.00 - Debris - Work Incomplete",,"https://www.google.com/maps?q=44.673126,-85.6207","https://www.google.com/maps?q&layer=c&cbll=44.673126,-85.6207",https://www.bing.com/maps?cp=44.673126~-85.6207&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.6207%2C44.673126&marker=-85.6207,44.673126,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.673126&longitude=-85.6207,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.6207,44.673126&level=16",Major Collector,Urban,"Traverse City--Garfield, MI",,INELIGIBLE - Urban Major Collector,,,
,,,S Garfield Road,,44.670935,-85.561948,C,"$15,000.00 - Debris - Work Incomplete",,"https://www.google.com/maps?q=44.670935,-85.561948","https://www.google.com/maps?q&layer=c&cbll=44.670935,-85.561948",https://www.bing.com/maps?cp=44.670935~-85.561948&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.561948%2C44.670935&marker=-85.561948,44.670935,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.670935&longitude=-85.561948,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.561948,44.670935&level=16",Major Collector,Urban,"Traverse City--Garfield, MI",,INELIGIBLE - Urban Major Collector,,,
,,,S Garfield Road,,44.669442,-85.55924,C,"$4,000.00 - Debris - Work Incomplete",,"https://www.google.com/maps?q=44.669442,-85.55924","https://www.google.com/maps?q&layer=c&cbll=44.669442,-85.55924",https://www.bing.com/maps?cp=44.669442~-85.55924&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.55924%2C44.669442&marker=-85.55924,44.669442,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.669442&longitude=-85.55924,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.55924,44.669442&level=16",Major Collector,Urban,"Traverse City--Garfield, MI",,INELIGIBLE - Urban Major Collector,,,
,,,5 Mile Road,,44.72518,-85.516653,C,"$12,000.00 - Scour - Work Complete",,"https://www.google.com/maps?q=44.72518,-85.516653","https://www.google.com/maps?q&layer=c&cbll=44.72518,-85.516653",https://www.bing.com/maps?cp=44.72518~-85.516653&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.516653%2C44.72518&marker=-85.516653,44.72518,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.72518&longitude=-85.516653,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.516653,44.72518&level=16",Major Collector | Local | Non-Certified Roadway,Urban,"Traverse City--Garfield, MI",,INELIGIBLE - Urban Major Collector,,,
,,,S Garfield Road,,44.670704,-85.561539,C,"$5,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.670704,-85.561539","https://www.google.com/maps?q&layer=c&cbll=44.670704,-85.561539",https://www.bing.com/maps?cp=44.670704~-85.561539&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.561539%2C44.670704&marker=-85.561539,44.670704,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.670704&longitude=-85.561539,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.561539,44.670704&level=16",Major Collector,Urban,"Traverse City--Garfield, MI",,INELIGIBLE - Urban Major Collector,,,
,,,S Garfield Road,,44.604938,-85.531392,C,"$8,000.00 - Scour - Work Incomplete",,"https://www.google.com/maps?q=44.604938,-85.531392","https://www.google.com/maps?q&layer=c&cbll=44.604938,-85.531392",https://www.bing.com/maps?cp=44.604938~-85.531392&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.531392%2C44.604938&marker=-85.531392,44.604938,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.604938&longitude=-85.531392,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.531392,44.604938&level=16",Major Collector,Rural,,,INELIGIBLE - Rural Major Collector,,,
,,,Cass Road,,44.698677,-85.623318,C,"$1,000,000.00 - Scour - Work Incomplete",,"https://www.google.com/maps?q=44.698677,-85.623318","https://www.google.com/maps?q&layer=c&cbll=44.698677,-85.623318",https://www.bing.com/maps?cp=44.698677~-85.623318&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.623318%2C44.698677&marker=-85.623318,44.698677,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.698677&longitude=-85.623318,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.623318,44.698677&level=16",Major Collector,Urban,"Traverse City--Garfield, MI",,INELIGIBLE - Urban Major Collector,,,
